0,0,0,0
0.033,-2.53683818706888e-13,6.62257415727659e-08,6.69845379048418e-08
0.066,-4.16919237203635e-12,2.61356719289149e-07,2.71398345917023e-07
0.099,-2.16586294666482e-11,5.78441772745791e-07,6.1975766052199e-07
0.132,-6.99284360812281e-11,1.01041414543198e-06,1.11825364165341e-06
0.165,-1.73688040152223e-10,1.55032363544685e-06,1.77256048126288e-06
0.198,-3.65202874396777e-10,2.19119785451386e-06,2.5879984326784e-06
0.231,-6.8422492089176e-10,2.92602020679788e-06,3.56957339790382e-06
0.264,-1.17778935964561e-09,3.74774720386004e-06,4.72197904065203e-06
0.297,-1.89987077871318e-09,4.64932939531418e-06,6.04959671489763e-06
0.33,-2.91089746289218e-09,5.6237299503436e-06,7.5564982649894e-06
0.363,-4.27712560239749e-09,6.66394126357192e-06,9.24645096687263e-06
0.396,-6.06987805243261e-09,7.76300035452774e-06,1.11229237289927e-05
0.429,-8.36465490150729e-09,8.91400346123629e-06,1.31890940984245e-05
0.462,-1.12401255981924e-08,1.01101199836008e-05,1.54478558675976e-05
0.495,-1.47770146933803e-08,1.13446058255399e-05,1.79018271810228e-05
0.528,-1.90568953244973e-08,1.2610816146101e-05,2.05533590793721e-05
0.561,-2.41609063560684e-08,1.3902217517989e-05,2.34045444313445e-05
0.594,-3.01684105658771e-08,1.52123994898146e-05,2.64572272083705e-05
0.627,-3.71556124073677e-08,1.6535085549425e-05,2.97130120591499e-05
0.66,-4.51941546774587e-08,1.78641434877068e-05,3.31732741422048e-05
0.693,-5.43497138752751e-08,1.91935951645001e-05,3.68391691756745e-05
0.726,-6.46806141614111e-08,2.05176256804839e-05,4.07116436646483e-05
0.759,-7.62364796371762e-08,2.18305919610115e-05,4.47914452674914e-05
0.792,-8.90569441834851e-08,2.3127030759862e-05,4.90791332638597e-05
0.825,-1.03170437359311e-07,2.44016660927163e-05,5.35750890884251e-05
0.858,-1.18593063893146e-07,2.56494161118706e-05,5.82795268957304e-05
0.891,-1.35327593142815e-07,2.68653994352509e-05,6.31925041230508e-05
0.924,-1.53362573584902e-07,2.80449409442073e-05,6.83139320196523e-05
0.957,-1.72671585959585e-07,2.91835770658285e-05,7.36435861123887e-05
0.99,-1.932126471727e-07,3.02770605566486e-05,7.91811165791635e-05
1.023,-2.14927775474047e-07,3.13213648056025e-05,8.49260585033901e-05
1.056,-2.37742725815518e-07,3.23126876749421e-05,9.08778419841989e-05
1.089,-2.6156690266669e-07,3.32474548985479e-05,9.70358020787674e-05
1.122,-2.86293455946718e-07,3.412232305767e-05,0.00010339918855476
1.155,-3.11799564133025e-07,3.4934182154608e-05,0.000109967175432474
1.188,-3.37946907038218e-07,3.56801578052022e-05,0.000116738870297859
1.221,-3.6458232921174e-07,3.63576130712606e-05,0.000123713323369148
1.254,-3.91538693422823e-07,3.69641499541921e-05,0.00013088953630134
1.287,-4.18635922214096e-07,3.74976105711701e-05,0.000138266470714259
1.32,-4.45682224075358e-07,3.79560780351032e-05,0.000145843056431333
1.353,-4.72475499367063e-07,3.8337877059567e-05,0.000153618199417637
1.386,-4.98804919713771e-07,3.86415743096398e-05,0.000161590789407026
1.419,-5.24452678385612e-07,3.88659785193041e-05,0.000169759707209463
1.452,-5.4919627847593e-07,3.90101403957598e-05,0.00017812383168965
1.485,-5.7281185381016e-07,3.90733523307084e-05,0.000186682046408857
1.518,-5.95077085752668e-07,3.90551479379698e-05,0.000195433245928986
1.551,-6.15773891511569e-07,3.89553014361658e-05,0.000204376341773902
1.584,-6.34691149178456e-07,3.87738268948383e-05,0.000213510268043557
1.617,-6.51627427847211e-07,3.85109773617634e-05,0.000222833986678153
1.65,-6.66393687174554e-07,3.81672438885764e-05,0.0002323464923703
1.683,-6.78815911415657e-07,3.77433544711514e-05,0.000242046817123774
1.716,-6.88737644273841e-07,3.72402729204833e-05,0.000251934034458013
1.749,-6.96022392782657e-07,3.6659197679105e-05,0.00026200726325798
1.782,-7.00555870814792e-07,3.60015605973469e-05,0.000272265671269408
1.815,-7.02248055596611e-07,3.52690256829928e-05,0.000282708478239829
1.848,-7.01035033704195e-07,3.44634878371368e-05,0.000293334958706013
1.881,-6.96880616327478e-07,3.35870715882745e-05,0.000304144444428768
1.914,-6.89777707016033e-07,3.26421298358933e-05,0.00031513632647616
1.947,-6.79749408570246e-07,3.1631242614047e-05,0.000326310056956458
1.98,-6.66849859130478e-07,3.05572158846206e-05,0.00033766515040217
2.013,-6.51164790770039e-07,2.94230803692108e-05,0.000349201184806692
2.046,-6.3281180695389e-07,2.8232090427764e-05,0.000360917802315138
2.079,-6.11940378035622e-07,2.69877229913338e-05,0.000372814709571002
2.112,-5.88731556496148e-07,2.5693676555542e-05,0.000384891677720342
2.145,-5.63397415858028e-07,2.43538702405499e-05,0.000397148542075227
2.178,-5.36180219131609e-07,2.29724429225739e-05,0.000409585201438171
2.211,-5.07351324267001e-07,2.15537524412126e-05,0.000422201617089338
2.244,-4.77209835413489e-07,2.01023748860855e-05,0.000434997811438266
2.277,-4.4608100984777e-07,1.86231039655286e-05,0.000447973866341851
2.31,-4.14314431253955e-07,1.71209504593333e-05,0.000461129921090349
2.343,-3.82281960656067e-07,1.56011417567723e-05,0.000474466170063051
2.376,-3.50375476755843e-07,1.40691214804098e-05,0.000487982860055328
2.409,-3.19004417755078e-07,1.25305491954609e-05,0.000501680287278616
2.442,-2.88593136983301e-07,1.09913002037331e-05,0.00051555879403491
2.475,-2.59578084848444e-07,9.45746542046276e-06,0.000529618765067209
2.508,-2.32404829819457e-07,7.93535133164248e-06,0.000543860623587314
2.541,-2.07524931372053e-07,6.43148002872803e-06,0.000558284826982257
2.574,-1.85392678116051e-07,4.95258931691388e-06,0.000572891862200545
2.607,-1.66461704705577e-07,3.50563289247532e-06,0.000587682240819303
2.64,-1.51181501638591e-07,2.09778058399339e-06,0.000602656493793251
2.673,-1.39993832702468e-07,7.36418651608999e-07,0.000617815165886348
2.706,-1.33329075635981e-07,-5.70849862190938e-07,0.000633158809786782
2.739,-1.31602502567348e-07,-1.81620473590681e-06,0.000648687979905869
2.772,-1.35210484298744e-07,-2.9916081324993e-06,0.000664403225861262
2.805,-1.44525114391439e-07,-4.08880413927511e-06,0.000680305085645062
2.838,-1.59886371498761e-07,-5.09931829178991e-06,0.000696394078477302
2.871,-1.81596949612246e-07,-6.01445708879483e-06,0.000712670697344182
2.904,-2.09918302347251e-07,-6.82530750739986e-06,0.000729135401221346
2.937,-2.45067010816422e-07,-7.52273652876865e-06,0.00074578860698204
2.97,-2.87211509354523e-07,-8.09739068506442e-06,0.000762630680989598
3.003,-3.36469205007371e-07,-8.53969563854842e-06,0.00077966193037344
3.036,-3.92904021051599e-07,-8.83985580373791e-06,0.000796882593987664
3.069,-4.56524390708388e-07,-8.98794158151014e-06,0.000814292832084642
3.102,-5.27281816022306e-07,-8.97583489156014e-06,0.000831892695752774
3.135,-6.05070291435781e-07,-8.80044276602589e-06,0.000849682088288232
3.168,-6.8972644304454e-07,-8.46416433950401e-06,0.000867660770510751
3.201,-7.81030136096095e-07,-7.97444706114995e-06,0.000885828389331074
3.234,-8.78705481118198e-07,-7.34302226273252e-06,0.000904184518154465
3.267,-9.82422195860678e-07,-6.58496216634755e-06,0.000922728701588417
3.3,-1.09179729455316e-06,-5.71769740127396e-06,0.000941460497558517
3.333,-1.20639708853332e-06,-4.76010497052633e-06,0.000960379511920175
3.366,-1.32573949083289e-06,-3.7317356306113e-06,0.000979485423081249
3.399,-1.44929662131292e-06,-2.652209940521e-06,0.000998777996283998
3.432,-1.57649770914788e-06,-1.54078166878746e-06,0.00101825708865634
3.465,-1.70673228715584e-06,-4.16048244959059e-07,0.00103792264688512
3.498,-1.83935366895111e-06,7.04220784499092e-07,0.00105777469953837
3.531,-1.97368269615584e-06,1.80316771142597e-06,0.00107781334588215
3.564,-2.10901173956511e-06,2.86487052212111e-06,0.00109803874269057
3.597,-2.24460893550707e-06,3.87432932348181e-06,0.0011184510901659
3.63,-2.37972263674425e-06,4.81743285613735e-06,0.00113905061774486
3.663,-2.51358605602582e-06,5.68091800023576e-06,0.00115983757029607
3.696,-2.64542207968233e-06,6.45233145915418e-06,0.0011808121950188
3.729,-2.77444822828605e-06,7.12000003259959e-06,0.00120197472922366
3.762,-2.89988174122254e-06,7.67301396998317e-06,0.00122332538910039
3.795,-3.02094476189277e-06,8.10122667800552e-06,0.00124486435954173
3.828,-3.13686960007455e-06,8.39527338925912e-06,0.00126659178508612
3.861,-3.24690404756401e-06,8.54661682881898e-06,0.00128850776201876
3.894,-3.35031670160845e-06,8.54817449076529e-06,0.00131061232814143
3.927,-3.44640212299421e-06,8.39631639073711e-06,0.00133290544630085
3.96,-3.53448578569513e-06,8.09163518725178e-06,0.0013553870018336
3.993,-3.61392896358567e-06,7.63883958527221e-06,0.00137805681247006
4.026,-3.68413358619897e-06,7.0464272669513e-06,0.00140091464502371
4.059,-3.74454710418742e-06,6.32619807384452e-06,0.00142396023632243
4.092,-3.79466968439045e-06,5.4926676391995e-06,0.00144719331557726
4.125,-3.83406557920284e-06,4.56244156699525e-06,0.00147061362558089
4.158,-3.86237001303553e-06,3.55360177657998e-06,0.00149422094072985
4.191,-3.87929381503737e-06,2.48514327586051e-06,0.00151801508058962
4.224,-3.88462749413091e-06,1.37648491157097e-06,0.00154199591847275
4.257,-3.87824471897812e-06,2.47064260588431e-07,0.00156616338512429
4.29,-3.86010515582897e-06,-8.83983688127842e-07,0.00159051746804053
4.323,-3.83025662640312e-06,-1.99807157224586e-06,0.00161505820718809
4.356,-3.78883655808702e-06,-3.07733999614325e-06,0.00163978568797598
4.389,-3.73607270920716e-06,-4.10478637628317e-06,0.00166470003230834
4.422,-3.67228316247717e-06,-5.06435542068951e-06,0.00168980138845704
4.455,-3.5978755895568e-06,-5.94100328812607e-06,0.00171508992037743
4.488,-3.51334579873358e-06,-6.7207459074645e-06,0.00174056579697265
4.521,-3.41927558587124e-06,-7.39070025580369e-06,0.00176622918170712
