0,0,-4.33680868994202e-19,0.00417237235071976
0.033,-2.62402026206308e-15,-1.83334526813322e-10,0.00417237123888208
0.066,-4.36010499509412e-14,-6.74099687961865e-10,0.00417236793115618
0.099,-2.2894379370955e-13,-1.35716968826388e-09,0.00417236247404106
0.132,-7.46237231064829e-13,-2.11763948433988e-09,0.00417235490193661
0.165,-1.86959320216396e-12,-2.84596757575348e-09,0.00417234523631166
0.198,-3.96335416229208e-12,-3.43643810456207e-09,0.00417233348747403
0.231,-7.48474903117249e-12,-3.78776167766007e-09,0.00417231965573691
0.264,-1.29852150918277e-11,-3.80411300680492e-09,0.00417230373174006
0.297,-2.11100444606793e-11,-3.3960491476262e-09,0.00417228569737542
0.33,-3.25961739075915e-11,-2.48150661174076e-09,0.00417226552635246
0.363,-4.82678958250797e-11,-9.86423576935375e-10,0.00417224318517267
0.396,-6.9030494195128e-11,1.1547090172058e-09,0.00417221863389818
0.429,-9.58616012539779e-11,3.99829296841153e-09,0.00417219182711738
0.462,-1.29800487373339e-10,7.59137824693848e-09,0.00417216271469852
0.495,-1.71935121043085e-10,1.19713621908341e-08,0.00417213124281099
0.528,-2.23387300196777e-10,1.71659390857653e-08,0.00417209735468259
0.561,-2.85295951052766e-10,2.31930036469555e-08,0.00417206099155372
0.594,-3.58798745657363e-10,3.00607801370385e-08,0.00417202209338473
0.627,-4.45012521720883e-10,3.7767971282094e-08,0.00417198059972115
0.66,-5.45012440688002e-10,4.63038947906991e-08,0.00417193645049161
0.693,-6.598111027729e-10,5.56490479296581e-08,0.0041718895864351
0.726,-7.90335907011608e-10,6.57752051310377e-08,0.00417183995021047
0.759,-9.37408417024417e-10,7.66461352094683e-08,0.00417178748646892
0.792,-1.10172221911131e-09,8.8217828327292e-08,0.00417173214279871
0.825,-1.28382269894222e-09,1.00439224238634e-07,0.00417167387004413
0.858,-1.48408773161231e-09,1.13252778319479e-07,0.00417161262263855
0.891,-1.70270964578798e-09,1.26594999281214e-07,0.00417154835907725
0.924,-1.93967916985253e-09,1.4039710692507e-07,0.00417148104218782
0.957,-2.19477115241716e-09,1.54585706430878e-07,0.00417141063937364
0.99,-2.4675331890038e-09,1.69083447462432e-07,0.00417133712273758
1.023,-2.75727642898558e-09,1.83809624299631e-07,0.00417126046933346
1.056,-3.06306963514828e-09,1.98680963193251e-07,0.00417118066096199
1.089,-3.38373526397593e-09,2.13612151774359e-07,0.00417109768458548
1.122,-3.71785031172657e-09,2.28516618667237e-07,0.00417101153188827
1.155,-4.06374809929501e-09,2.43307025084641e-07,0.0041709221994926
1.188,-4.41952551061931e-09,2.57896026779284e-07,0.00417082968868025
1.221,-4.78305209842044e-09,2.72196757083879e-07,0.00417073400529642
1.254,-5.15198269275188e-09,2.86123460011478e-07,0.00417063515955167
1.287,-5.52377323516254e-09,2.99592018423696e-07,0.00417053316575763
1.32,-5.89570015972192e-09,3.1252050905115e-07,0.00417042804206932
1.353,-6.26488136157319e-09,3.24829587823247e-07,0.00417031981027496
1.386,-6.62830140021897e-09,3.36443065163962e-07,0.00417020849547504
1.419,-6.98283909681015e-09,3.47288274010933e-07,0.0041700941256773
1.452,-7.32530147576073e-09,3.57296449046501e-07,0.00416997673155799
1.485,-7.6524736396181e-09,3.66403120595515e-07,0.00416985634608256
1.518,-7.96116227507745e-09,3.74548395337096e-07,0.00416973300427326
1.551,-8.2482366860224e-09,3.81677317074858e-07,0.00416960674263592
1.584,-8.51067024178128e-09,3.87740056227259e-07,0.00416947759900258
1.617,-8.74558148010048e-09,3.92692183872928e-07,0.00416934561209139
1.65,-8.95027445010746e-09,3.96494867813449e-07,0.00416921082116196
1.683,-9.12227800431412e-09,3.99115018159487e-07,0.00416907326578004
1.716,-9.25938324373268e-09,4.00525449436142e-07,0.0041689329853952
1.749,-9.35967917312615e-09,4.00705005312711e-07,0.00416879001893488
1.782,-9.42158410430768e-09,3.99638612191226e-07,0.00416864440476687
1.815,-9.44387569238621e-09,3.97317390099408e-07,0.00416849618014223
1.848,-9.4257162996311e-09,3.93738643655092e-07,0.0041683453811405
1.881,-9.36667516184321e-09,3.88905937689487e-07,0.00416819204218242
1.914,-9.26674627179035e-09,3.82829035842902e-07,0.00416803619606862
1.947,-9.12636246340173e-09,3.75523958734902e-07,0.00416787787344192
1.98,-8.94640406435186e-09,3.67012857554734e-07,0.00416771710308017
2.013,-8.72820551833265e-09,3.57324059657293e-07,0.00416755391103862
2.046,-8.47355510525475e-09,3.46491917927914e-07,0.00416738832124066
2.079,-8.18469212834342e-09,3.34556799008647e-07,0.00416722035473014
2.112,-7.86429947184282e-09,3.21564945765258e-07,0.00416705002996411
2.145,-7.51549161464258e-09,3.07568406475271e-07,0.00416687736259724
2.178,-7.14179963328673e-09,2.92624906577781e-07,0.00416670236537835
2.211,-6.74715167689359e-09,2.76797742429009e-07,0.00416652504822226
2.244,-6.33585049060876e-09,2.60155644192089e-07,0.00416634541808267
2.277,-5.91254708007014e-09,2.42772643619076e-07,0.00416616347913861
2.31,-5.48221193393826e-09,2.24727938633393e-07,0.00416597923257848
2.343,-5.05010266626532e-09,2.06105738251913e-07,0.00416579267697196
2.376,-4.62172951391e-09,1.86995117288743e-07,0.00416560380808658
2.409,-4.2028180251672e-09,1.67489855951064e-07,0.00416541261905076
2.442,-3.79926960439662e-09,1.47688275655921e-07,0.00416521910074087
2.475,-3.41712024429457e-09,1.27693077832397e-07,0.00416502324141623
2.508,-3.06249678587921e-09,1.07611165417405e-07,0.0041648250274384
